Title,Year,Link,Authors,Abstract
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01439/full,Chang Hong Liu; Wenfeng Chen; James Ward,"It is known that happy faces create more robust identity recognition memory than faces with some other expressions. However, this advantage was not verified against all basic expressions. Moreover, no research has assessed whether similar differences also exist among other expressions. To tackle these questions, we compared the effects of six basic emotional expressions on recognition memory using a standard old/new recognition task. The experiment also examined whether exposure to different emotional expressions at training creates variable effects on transfer of the trained faces to a new/neutral expression. Our results suggest that happy faces produced better identity recognition relative to disgusted faces, regardless of whether they were tested in the same image or a new image displaying a neutral expression. None of the other emotional expressions created measurable advantage for recognition memory. Overall, our data lend further support for the happy face advantage for long-term recognition memory. However, our detailed analyses also show that the advantage of happy expression on identity recognition may not be equally discernible from all other emotional expressions."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01390/full,Nicole Rossmanith; Alan Costall; Andreas F. Reichelt; Beatriz López; Vasudevi Reddy,"This study explores the emergence of triadic interactions through the example of book sharing. As part of a naturalistic study, infants were visited in their homes from – months. We report that book sharing as a form of infant-caregiver-object interaction occurred from as early as months. Using qualitative video analysis at a micro-level adapting methodologies from conversation and interaction analysis, we demonstrate that caregivers and infants practiced book sharing in a highly co-ordinated way, with caregivers carving out interaction units and shaping actions into action arcs and infants actively participating and co-ordinating their attention between mother and object from the beginning. We also sketch a developmental trajectory of book sharing over the first year and show that the quality and dynamics of book sharing interactions underwent considerable change as the ecological situation was transformed in parallel with the infants' development of attention and motor skills. Social book sharing interactions reached an early peak at months with the infants becoming more active in the coordination of attention between caregiver and book. From to months, the infants shifted their interest largely to solitary object exploration, in parallel with newly emerging postural and object manipulation skills, disrupting the social coordination and the cultural frame of book sharing. In the period from to months, social book interactions resurfaced, as infants began to effectively integrate manual object actions within the socially shared activity. In conclusion, to fully understand the development and qualities of triadic cultural activities such as book sharing, we need to look especially at the hitherto overlooked early period from to months, and investigate how shared spaces of meaning and action are structured together in and through interaction, creating the substrate for continuing cooperation and cultural learning."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01393/full,Simone Kühn; Charles Fernyhough; Benjamin Alderson-Day; Russell T. Hurlburt,"To provide full accounts of human experience and behavior, research in cognitive neuroscience must be linked to inner experience, but introspective reports of inner experience have often been found to be unreliable. The present case study aimed at providing proof of principle that introspection using one method, descriptive experience sampling , can be reliably integrated with fMRI. A participant was trained in the DES method, followed by nine sessions of sampling within an MRI scanner. During moments where the DES interview revealed ongoing inner speaking, fMRI data reliably showed activation in classic speech processing areas including left inferior frontal gyrus. Further, the fMRI data validated the participant’s DES observations of the experiential distinction between inner speaking and innerly hearing her own voice. These results highlight the precision and validity of the DES method as a technique of exploring inner experience and the utility of combining such methods with fMRI."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01402/full,"Gianluca Campana,; Rebecca Camilleri; Andrea Pavan; Antonella Veronese; Giuseppe Lo Giudice","Amblyopia is a visual disorder due to an abnormal pattern of functional connectivity of the visual cortex and characterized by several visual deficits of spatial vision including impairments of visual acuity and of the contrast sensitivity function . Despite being a developmental disorder caused by reduced visual stimulation during early life , several studies have shown that extensive visual perceptual training can improve VA and CSF in people with amblyopia even in adulthood. With the present study we assessed whether a much shorter perceptual training regime, in association with high-frequency transcranial electrical stimulation , was able to improve visual functions in a group of adult participants with amblyopia. Results show that, in comparison with previous studies where a large number sessions with a similar training regime were used , here just eight sessions of training in contrast detection under lateral masking conditions combined with hf-tRNS, were able to substantially improve VA and CSF in adults with amblyopia."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01415/full,"Katie Von Holzen,; Nivedita Mani","Upon being presented with a familiar name-known image, monolingual infants and adults implicitly generate the image's label . Although the cross-linguistic influences on overt bilingual production are well studied , evidence that bilinguals implicitly generate the label for familiar objects in both languages remains mixed. For example, bilinguals implicitly generate picture labels in both of their languages, but only when tested in L and not L or when immersed in their L but not when immersed in their L . The current study tests whether bilinguals implicitly generate picture labels in both of their languages when tested in their L with a cross-modal ERP priming paradigm. The results extend previous findings by showing that not just do bilinguals implicitly generate the labels for visually fixated images in both of their languages when immersed in their L, but also that these implicitly generated labels in one language can prime recognition of subsequently presented auditory targets across languages . The current study provides support for cascaded models of lexical access during speech production, as well as a new priming paradigm for the study of bilingual language processing."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01416/full,"Balázs V. Nagy,; Zoltán Németh; Krisztián Samu; György Ábrahám","The congenital color vision deficient generally demonstrates difficulties in color naming tasks. In our study we investigated color naming properties and uncertainties of a relatively large group of red–green CVDs using quasi monochromatic stimuli and seven basic color terms. The results show a large variability in color naming for the CVD when contrasted to normal color vision and similar alterations when comparing protans to deutans. Statistically significant differences were found in specific wavelength ranges between the tested groups. In general, protans and deutans have shown better color naming ability than expected, which suggests the use of non-chromatic visual cues."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01408/full,"Amory H. Danek; Thomas Fraps; Albrecht von Müller; Benedikt Grothe; Michael Öllinger,","Magic tricks usually remain a mystery to the observer. For the sake of science, we offered participants the opportunity to discover the magician's secret method by repeatedly presenting the same trick and asking them to find out how the trick worked. In the context of insightful problem solving, the present work investigated the emotions that participants experience upon solving a magic trick. We assumed that these emotions form the typical “Aha! experience” that accompanies insightful solutions to difficult problems. We aimed to show that Aha! experiences can be triggered by magic tricks and to systematically explore the phenomenology of the Aha! experience by breaking it down into five previously postulated dimensions. video clips of different magic tricks were presented up to three times to participants who had to find out how the trick was accomplished, and to indicate whether they had experienced an Aha! during the solving process. Participants then performed a comprehensive quantitative and qualitative assessment of their Aha! experiences which was repeated after days to control for its reliability. % of all suggested solutions were accompanied by an Aha! experience. The quantitative assessment remained stable across time in all five dimensions. Happiness was rated as the most important dimension. This primacy of positive emotions was also reflected in participants' qualitative self-reports which contained more emotional than cognitive aspects. Implementing magic tricks as problem solving task, we could show that strong Aha! experiences can be triggered if a trick is solved. We could at least partially capture the phenomenology of Aha! by identifying one prevailing aspect , a new aspect and one less important aspect ."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01365/full,Xiaoang Wan; Andy T. Woods; Jasper J. F. van den Bosch; Kirsten J. McKenzie; Carlos Velasco; Charles Spence,"We report a cross-cultural study designed to investigate crossmodal correspondences between a variety of visual features and the five basic taste terms . A total of participants from China, India, Malaysia, and the USA viewed color patches, shapes, and textures online and had to choose the taste term that best matched the image and then rate their confidence in their choice. Across the four groups of participants, the results revealed a number of crossmodal correspondences between certain colors/shapes and bitter, sour, and sweet tastes. Crossmodal correspondences were also documented between the color white and smooth/rough textures on the one hand and the salt taste on the other. Cross-cultural differences were observed in the correspondences between certain colors, shapes, and one of the textures and the taste terms. The taste-patterns shown by the participants from the four countries tested in the present study are quite different from one another, and these differences cannot easily be attributed merely to whether a country is Eastern or Western. These findings therefore highlight the impact of cultural background on crossmodal correspondences. As such, they raise a number of interesting questions regarding the neural mechanisms underlying crossmodal correspondences."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01400/full,Kathleen R. Buse; Diana Bilimoria,"This study examines how personal vision enhances work engagement and the retention of women in the engineering profession. Using a mixed method approach to understand the factors related to the retention of women in the engineering profession, we first interviewed women who persisted and women who opted out of the profession . In these rich stories, we found that women who persisted had a personal vision that included their profession, and that this personal vision enabled them to overcome the bias, barriers and discrimination in the engineering workplace. To validate this finding on a larger population, we developed a scale to measure one's personal vision conceptualized as the ideal self . The measure was tested in a pilot study and then used in a study of women with engineering degrees. The findings validate that the ideal self is comprised of self-efficacy, hope, optimism and core identity. For these women, the ideal self directly impacts work engagement and work engagement directly impacts career commitment to engineering. The findings add to extant theory related to the role of personal vision and intentional change theory. From a practical perspective, these findings will aid efforts to retain women in engineering and other STEM professions."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01404/full,Michael W. Kraus; Jun W. Park,"Social class ranks people on the social ladder of society, and in this research we examine how perceptions of economic standing shape the way that individuals evaluate the self. Given that reminders of one’s own subordinate status in society are an indicator of how society values the self in comparison to others, we predicted that chronic lower perceptions of economic standing vis-à-vis others would explain associations between objective social class and negative self-evaluation, whereas situation-specific reminders of low economic standing would elicit negative self-evaluations, particularly in those from lower-class backgrounds. In Study , perceptions of social class rank accounted for the positive relationship between objective material resource measures of social class and self-esteem. In Study , lower-class individuals who received a low share of economic resources in an economic game scenario reported more negative self-conscious emotions—a correlate of negative self-evaluation—relative to upper-class individuals. Discussion focused on the implications of this research for understanding class-based cultural models of the self, and for how social class shapes self-evaluations chronically."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01411/full,Sophie E. Lind; Dermot M. Bowler; Jacob Raber,"This study explored spatial navigation alongside several other cognitive abilities that are thought to share common underlying neurocognitive mechanisms , and which we hypothesized may be impaired in autism spectrum disorder . Twenty intellectually high-functioning children with ASD were compared to sex, age, IQ, and language ability matched typically developing children on a series of tasks to assess spatial navigation, episodic memory, episodic future thinking , theory of mind , relational memory, and central coherence. This is the first study to explore these abilities concurrently within the same sample. Spatial navigation was assessed using the “memory island” task, which involves finding objects within a realistic, computer simulated, three-dimensional environment. Episodic memory and episodic future thinking were assessed using a past and future event description task. ToM was assessed using the “animations” task, in which children were asked to describe the interactions between two animated triangles. Relational memory was assessed using a recognition task involving memory for items , patterned backgrounds, or combinations of items and backgrounds. Central coherence was assessed by exploring differences in performance across segmented and unsegmented versions of block design. Children with ASD were found to show impairments in spatial navigation, episodic memory, episodic future thinking, and central coherence, but not ToM or relational memory. Among children with ASD, spatial navigation was found to be significantly negatively related to the number of repetitive behaviors. In other words, children who showed more repetitive behaviors showed poorer spatial navigation. The theoretical and practical implications of the results are discussed."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01346/full,Anne Bobin-Bègue; Sylvie Droit-Volet; Joëlle Provasi,"This study examined the young children’s abilities to switch from rhythm production, with short inter-tap intervals , to temporal interval production, with long ITI , in a sensorimotor synchronization task. Children aged - and -year-olds were given six sessions of synchronization. In a control group, they had to synchronize their ITI to an inter-stimulus interval of s. In the experimental group, they must progressively increase their ITI for one session to the next . Our results showed that the -year-olds produced longer ITI that the -year-olds in synchronization. However, the value of ITI in the -year-olds never exceeded . s, with more variable ITI in the control than in the experimental group. In addition, at years, boys had more difficulties than girls in changing their tapping rhythm. These results suggest a temporal window in sensorimotor synchronization, beyond which the rhythm is lost and the synchronization becomes difficult."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01287/full,Georg Layher; Fabian Schrodt; Martin V. Butz; Heiko Neumann,"The categorization of real world objects is often reflected in the similarity of their visual appearances. Such categories of objects do not necessarily form disjunct sets of objects, neither semantically nor visually. The relationship between categories can often be described in terms of a hierarchical structure. For instance, tigers and leopards build two separate mammalian categories, both of which are subcategories of the category Felidae. In the last decades, the unsupervised learning of categories of visual input stimuli has been addressed by numerous approaches in machine learning as well as in computational neuroscience. However, the question of what kind of mechanisms might be involved in the process of subcategory learning, or category refinement, remains a topic of active investigation. We propose a recurrent computational network architecture for the unsupervised learning of categorial and subcategorial visual input representations. During learning, the connection strengths of bottom-up weights from input to higher-level category representations are adapted according to the input activity distribution. In a similar manner, top-down weights learn to encode the characteristics of a specific stimulus category. Feedforward and feedback learning in combination realize an associative memory mechanism, enabling the selective top-down propagation of a category's feedback weight distribution. We suggest that the difference between the expected input encoded in the projective field of a category node and the current input pattern controls the amplification of feedforward-driven representations. Large enough differences trigger the recruitment of new representational resources and the establishment of additional category representations. We demonstrate the temporal evolution of such learning and show how the proposed combination of an associative memory with a modulatory feedback integration successfully establishes category and subcategory representations."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01410/full,Nart B. Atalay; Mine Misirlisoy,"The item-specific proportion congruency effect is demonstrated by a smaller Stroop effect observed for mostly incongruent items compared to mostly congruent items. Currently, there is a continuing debate on whether conflict driven item-specific control processes or stimulus-response contingency learning account for the ISPC effect. In the present study, we conducted two experiments to investigate the time course of the ISPC effect with a stimulus onset asynchrony manipulation. Both negative and positive SOAs were used in order to manipulate the contingency learning between the word and the color dimensions. We also combined this SOA manipulation with a set size manipulation to moderate the contribution of contingency learning and item-specific processes to the observed ISPC effect. We expected that the change in the magnitude of the ISPC effect as a result of SOA would follow different patterns for the -item and -item set conditions. Results showed that the SOA manipulation influenced the ISPC effect. Specifically, when the word followed the color with a ms delay, the observed ISPC effect was smaller, if at all present, than the ISPC effects in other negative and positive SOA conditions, regardless of set size. In conclusion, our results showed that the ISPC effect was not observed if the word arrived too late. We also conducted additional awareness and RT distribution analyses to further investigate the ISPC effect. These analyses showed that a higher percentage of participants were aware of the ISPC manipulation in the -item set condition compared to the -item set condition. Delta plots revealed that the ISPC effect was smaller for fastest responses and increased as the responses got slower."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01412/full,Stéphane Bernard; Joëlle Proust; Fabrice Clément,"Recently, a growing number of studies have investigated the cues used by children to selectively accept testimony. In parallel, several studies with adults have shown that the fluency with which information is provided influences message evaluation: adults evaluate fluent information as more credible than dysfluent information. It is therefore plausible that the fluency of a message could also influence children’s endorsement of statements. Three experiments were designed to test this hypothesis with - to -year-olds where the auditory fluency of a message was manipulated by adding different levels of noise to recorded statements. The results show that and -year-old children, but not -year-olds, are more likely to endorse a fluent statement than a dysfluent one. The present study constitutes a first attempt to show that fluency, i.e., ease of processing, is recruited as a cue to guide epistemic decision in children. An interpretation of the age difference based on the way cues are processed by younger children is suggested."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01308/full,"Azizuddin Khan,","Developmental dyslexia hinders reading and writing acquisition of around –% of the children all over the world. However, little is known about role of prospective memory among dyslexics. Prospective memory is realization of delayed intention. Realization of delayed intention requires self initiated process. The present study explored the role of memory , meta-memory and attention among dyslexic's children. One hundred and fifteen children participated in the study. Prospective and retrospective memory questionnaire, everyday attention questionnaire and meta-memory were administered on children. Analysis of variance was used to analyses the data. All the main effects were significant. Some interactions were also found to be significant. Results suggest that dyslexic's performance on memory was worse than normal control. Meta-memory influences both dyslexics and normal control on prospective and retrospective memory. However, meta-memory affected dyslexics much more than normal control group. Similarly, significant differential effects were observed for simple, difficult and mixed attentional condition among between dyslexics and normal control. Dyslexic's performance was deteriorated as compared to normal control group. The findings of the study are discussed in the light of the existing literature."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01368/full,Emily S. Kappenman; Jaclyn L. Farrens; Steven J. Luck; Greg Hajcak Proudfit,"The dot-probe task is often considered a gold standard in the field for investigating attentional bias to threat. However, serious issues with the task have been raised. Specifically, a number of studies have demonstrated that the traditional reaction time measure of attentional bias to threat in the dot-probe task has poor internal reliability and poor test-retest reliability. In addition, although threatening stimuli capture attention in other paradigms, attentional bias to threat has not usually been found in typical research participants in the dot-probe task. However, when attention is measured in the dot-probe task with the Npc component of the event-related potential waveform, substantial attentional orienting to threat is observed, and the internal reliability is moderate. To provide a rigorous comparison of the reliability of this Npc measure and the conventional behavioral measure, as well as to examine the relationship of these measures to anxiety, the present study examined the Npc in conjunction with RT in the dot-probe task in a large sample of participants . As in previous studies, RT showed no bias to threatening images across the sample and exhibited poor internal reliability. Moreover, this measure did not relate to trait anxiety. By contrast, the Npc revealed a significant initial shift of attention to threat, and this measure was internally reliable. However, the Npc was not correlated with trait anxiety, indicating that it does not provide a meaningful index of individual differences in anxiety in the dot-probe task. Together, these results indicate a serious need to develop new tasks and methods to more reliably investigate attentional bias to threat and its relationship to anxiety in both clinical and non-clinical populations."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01407/full,François Quesque; Yann Coello,"Previous studies have shown that the spatio-temporal parameters of reach-to-grasp movement are influenced by the social context in which the motor action is performed. In particular, when interacting with a confederate, movements are slower, with longer initiation times and more ample trajectories, which has been interpreted as implicit communicative information emerging through voluntary movement to catch the partner’s attention and optimize cooperation . Because gaze is a crucial component of social interactions, the present study evaluated the role of a confederate’s eye level on the social modulation of trajectory curvature. An actor and a partner facing each other took part in a cooperative task consisting, for one of them, of grasping and moving a wooden dowel under time constraints. Before this Main action, the actor performed a Preparatory action, which consisted of placing the wooden dowel on a central marking. The partner’s eye level was unnoticeably varied using an adjustable seat that matched or was higher than the actor’s seat. Our data confirmed the previous effects of social intention on motor responses. Furthermore, we observed an effect of the partner’s eye level on the Preparatory action, leading the actors to exaggerate unconsciously the trajectory curvature in relation to their partner’s eye level. No interaction was found between the actor’s social intention and their partner’s eye level. These results suggest that other bodies are implicitly taken into account when a reach-to-grasp movement is produced in a social context."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01375/full,"Véronique Delvaux,; Kathy Huet; Myriam Piccaluga; Bernard Harmegnies","In this paper, we introduce the concept of “phonetic compliance,” which is defined as the intrinsic individual ability to produce speech sounds that are unusual in the native language, and constitutes a part of the ability to acquire L phonetics and phonology. We argue that phonetic compliance represents a systematic source of variance that needs to be accounted for if one wants to improve the control over the independent variables manipulated in SLA experimental studies. We then present the results of a two-fold proof-of-concept study aimed at testing the feasibility of assessing phonetic compliance in terms of gradient. In study , a pilot data collection paradigm is implemented on an occasional sample of native French speakers engaged in two reproduction tasks involving respectively vowels and aspirated stops, and data are analyzed using descriptive statistics. In study , complementary data including L-typical realizations are collected, resulting in the development of a first set of indicators that may be useful to appropriately assess, and further refine the concept of, phonetic compliance. Based on a critical analysis of the contributions and limitations of the proof-of-concept study, general discussion formulates the guidelines for the following stages of development of a reliable and valid test of phonetic compliance."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01406/full,"Rosana M. Souza,; Daniel B. Coelho; Luis A. Teixeira","In this study we investigated the effect of use of the non-preferred left hand to practice different motor tasks on manual preference in children and adults. Manual preference was evaluated before, immediately after and days following practice. Evaluation was made with tasks of distinct levels of complexity requiring reaching and manipulation of cards at different eccentricities in the workspace. Results showed that left hand use in adults induced increased preference of that hand at the central position when performing the simple task, while left hand use by the children induced increased preference of the left hand at the rightmost positions in the performance of the complex task. These effects were retained over the rest period following practice. Kinematic analysis showed that left hand use during practice did not lead to modification of intermanual performance asymmetry. These results indicate that modulation of manual preference was a consequence of higher frequency of use of the left hand during practice rather than of change in motor performance. Findings presented here support the conceptualization that confidence on successful performance when using a particular limb generates a bias in hand selection, which diffuses over distinct motor tasks."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01395/full,Sarah R. Beck; Nicola Cutting; Ian A. Apperly; Zoe Demery; Leila Iliffe; Sonia Rishi; Jackie Chappell,"In three studies, we explored the retention and transfer of tool-making knowledge, learnt from an adult demonstration, to other temporal and task contexts. All studies used a variation of a task in which children had to make a hook tool to retrieve a bucket from a tall transparent tube. Children who failed to innovate the hook tool independently saw a demonstration. In Study , we tested children aged – years who had seen the original demonstration months earlier. Performance was excellent at the second time, indicating that children’s knowledge was retained over the month period. In Studies and we explored transfer of the new knowledge to other tasks. In Study , children were given two variants of the apparatus that differed in surface characteristics . Participants generalized their knowledge to these new apparatuses even though the new pipecleaner also differed in size and color. Five- to -year-olds almost always transferred their knowledge to problems where the same tool had to be made. Younger, - to -year-olds’ , performance was more variable. In Study , - to -year-olds saw a demonstration of hook making with a pipecleaner, but then had to make a tool by combining pieces of wooden dowel . Children did not transfer their tool-making knowledge to the new material. Children retained tool-making knowledge over time and transferred their knowledge to new situations in which they needed to make a similar tool from similar materials, but not different materials. We concluded that children’s ability to use tool-making knowledge in novel situations is likely to depend on memory and analogical reasoning, with the latter continuing to develop during middle childhood."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01409/full,Paz Suárez-Coalla; Rrezarta Avdyli; Fernando Cuetos,"Spanish-speaking developmental dyslexics are mainly characterized by poor reading fluency. One reason for this lack of fluency could be a difficulty in creating and accessing lexical representations, because, as the self-teaching theory suggest, it is necessary to develop orthographic representations to use direct reading . It is possible that this difficulty to acquire orthographic representations can be specifically related to words that contain context-sensitive graphemes, since it has been demonstrated that reading is affected by this kind of graphemes . In order to test this possibility we compared a group of dyslexic children with a group of normal readers , in a task of repeated reading. Pseudo-words with simple and contextual dependent rules were used. The length effect reduction on the reading speed, after repeated exposure, was considered an indicator of orthographic representation development, as the length effect is strong when reading unknown words, but absent when reading familiar words. The results show that dyslexic children have difficulties in developing orthographic representations, not only with context-sensitive graphemes, but also with simple graphemes. In contrast to the control children, in the dyslexic group differences between reading times for short and long stimuli remained without significant changes after six presentations. Besides, this happened with sensitive context rules and also with simple grapheme–phoneme conversion rules. On the other hand, response and articulation times were greatly affected by length in dyslexic children, indicating the use of serial reading. Results suggest that the problems related to storing orthographic representations could be caused by a learning deficit, independently of whether the word contained context-sensitive rules or not."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01413/full,Noella A. Piquette; Robert S. Savage; Philip C. Abrami,"The present paper reports a cluster randomized control trial evaluation of teaching using ABRACADABRA , an evidence-based and web-based literacy intervention with kindergarten and grade children in classes from all elementary schools in one school district in Canada. Children in the intervention condition received – h of whole class instruction using ABRA between pre- and post-test. Hierarchical linear modeling of post-test results showed significant gains in letter-sound knowledge for intervention classrooms over control classrooms. In addition, medium effect sizes were evident for three of five outcome measures favoring the intervention: letter-sound knowledge , phonological blending , and word reading , over effect sizes for regular teaching. It is concluded that regular teaching with ABRA technology adds significantly to literacy in the early elementary years."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01335/full,Stephen P. Miller,"The multigenerational survival rate for family-owned businesses is not good. Lack of a shared vision for the family enterprise and weak next-generation leadership are often cited as two of the leading reasons for the failure of family firms to successfully transition from one generation of family ownership to the next. The climate of the business-owning family has also been suggested as important to the performance of the family enterprise. Despite these commonly held tenets, there is a lack of rigorous quantitative research that explores the relationships among these three factors. To address this gap, a quantitative study of next-generation family firm leaders and family and non-family leaders and employees with whom they work was conducted. The results demonstrate that a shared vision for the family business has a strong effect on the leadership effectiveness of next-generation family leaders and a moderate effect on the degree to which they are positively engaged with their work. The findings also show that two dimensions of family climate significantly influence the likelihood that a shared vision for the family firm has been created. Open communication in the family is positively related to the presence of a shared vision for the business. Intergenerational authority, which refers to a senior generation that exercises unquestioned authority and sets the rules, is negatively related to the presence of a shared vision. Surprisingly, a third dimension of family climate, cognitive cohesion, which includes shared values in the family, had no relationship with the degree to which there was a shared vision for the family business. The implications for family business owners is that they would be wise to spend as much time on fostering a positive family climate characterized by open communication as they do on creating and executing a successful business strategy if their goal is to pass the business from one generation of family owners to the next."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01377/full,Gregor Wilbertz; Joanne van Slooten; Philipp Sterzer,"Perception is an inferential process, which becomes immediately evident when sensory information is conflicting or ambiguous and thus allows for more than one perceptual interpretation. Thinking the idea of perception as inference through to the end results in a blurring of boundaries between perception and action selection, as perceptual inference implies the construction of a percept as an active process. Here we therefore wondered whether perception shares a key characteristic of action selection, namely that it is shaped by reinforcement learning. In two behavioral experiments, we used binocular rivalry to examine whether perceptual inference can be influenced by the association of perceptual outcomes with reward or punishment, respectively, in analogy to instrumental conditioning. Binocular rivalry was evoked by two orthogonal grating stimuli presented to the two eyes, resulting in perceptual alternations between the two gratings. Perception was tracked indirectly and objectively through a target detection task, which allowed us to preclude potential reporting biases. Monetary reward or punishments were given repeatedly during perception of only one of the two rivaling stimuli. We found an increase in dominance durations for the percept associated with reward, relative to the non-rewarded percept. In contrast, punishment led to an increase of the non-punished compared to a relative decrease of the punished percept. Our results show that perception shares key characteristics with action selection, in that it is influenced by reward and punishment in opposite directions, thus narrowing the gap between the conceptually separated domains of perception and action selection. We conclude that perceptual inference is an adaptive process that is shaped by its consequences."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01328/full,"Cai Lian Tam; Gregory Bonn,; Si Han Yeoh; Chee Piau Wong","The National Health and Morbidity Survey , estimates that the number of Malaysian adults suffering from type diabetes has increased from . to .% since . This study is a preliminary investigation of possible factors contributing to this epidemic. Knowledge of diabetes, health locus of control, diet and exercise habits, as well as family history, education level and other demographic factors to better understand the correlates of risky and healthy behaviors. This was done as part of a larger initiative to improve prevention efforts. Questionnaires were completed by individuals from three Malaysian states: Selangor, Penang, and Terengganu. Findings showed that people with better health knowledge and those who have a family history of type diabetes were more likely to have healthy diets. Also, health knowledge related to lower alcohol consumption. Participants with diabetic family members, however, also reported higher levels of stress. Counterintuitively, higher educational levels, higher internal locus of control, better health knowledge, as well as a family history of diabetes all correlated with lower levels of physical activity. Thus, it is suggested that, while increasing health knowledge will be important in addressing the type diabetes epidemic in Malaysia, especially in relation to diet, other cultural factors, specifically norms related to exercise and physical activity, also need to be addressed if the spread of type diabetes is to be addressed over the long term."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01384/full,Laura M. Tully; Sarah Hope Lincoln; Christine I. Hooker,"Social anhedonia , a trait-like disinterest in social contact and diminished capacity to experience pleasure from social interactions, is consistently associated with social impairments in both healthy and clinical populations. However, the mechanisms underlying the relationship between SA and social impairment are poorly understood. Attentional control, selecting and focusing on relevant information and inhibiting irrelevant, may be one such mechanism. We examined individual differences in SA, attentional control, and social impairment in healthy adults. High SA related to low attentional control and high social impairment. Moreover, attentional control mediated the relationship between SA and social impairment, establishing attentional control as one mechanism underlying aberrations in the fundamental human need for social contact. Although both attentional deficits and social impairment have been separately noted in SA, the relationship between SA, attentional control and social impairment in this non-clinical sample reflects a novel contribution."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01386/full,"Johannes Schiebener; Elisa Wegmann; Bettina Gathmann; Christian Laier; Mirko Pawlikowski; Matthias Brand,","Executive functioning is supposed to have an important role in decision making under risk. Several studies reported that more advantageous decision-making behavior was accompanied by better performance in tests of executive functioning and that the decision-making process was accompanied by activations in prefrontal and subcortical brain regions associated with executive functioning. However, to what extent different components of executive functions contribute to decision making is still unclear. We tested direct and indirect effects of three executive functions on decision-making performance in a laboratory gambling task, the Game of Dice Task . Using Brand's model of decisions under risk we tested seven structural equation models with three latent variables that represent executive functions supposed to be involved in decision making. The latent variables were general control , concept formation , and monitoring . The seven models indicated that only the latent dimension general control had a direct effect on decision making under risk. Concept formation and monitoring only contributed in terms of indirect effects, when mediated by general control. Thus, several components of executive functioning seem to be involved in decision making under risk. However, general control functions seem to have a key role. They may be important for implementing the calculative and cognitively controlled processes involved in advantageous decision making under risk."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01366/full,Zsofia K. Takacs; Elise K. Swart; Adriana G. Bus,"The present meta-analysis challenges the notion that young children necessarily need adult scaffolding in order to understand a narrative story and learn words as long as they encounter optimally designed multimedia stories. Including studies and children, multimedia stories were found more beneficial than encounters with traditional story materials that did not include the help of an adult for story comprehension as well as vocabulary . However, no significant differences were found between the learning outcomes of multimedia stories and sharing traditional print-like stories with an adult. It is concluded that multimedia features like animated illustrations, background music and sound effects provide similar scaffolding of story comprehension and word learning as an adult."
